City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,29-01-2015,83.13,117.78799124758196,6.93,28.71,33.72,26.547566684365343,6.93,49.52,59.76,0.02,0.0,3.14,209.0,Poor
Ahmedabad,30-01-2015,79.84,131.70701870285234,13.85,28.68,41.08,35.57725814949397,13.85,48.49,97.07,0.04,0.0,4.81,328.0,Very Poor
Ahmedabad,31-01-2015,94.52,165.00985990159154,24.39,32.66,52.61,53.36211782669102,24.39,67.39,111.33,0.24,0.01,7.67,514.0,Severe
Ahmedabad,01-02-2015,135.99,215.63513543787136,43.48,42.08,84.57,42.99511258205631,43.48,75.23,102.7,0.4,0.04,25.87,782.0,Severe
Ahmedabad,02-02-2015,178.33,241.39767708447863,54.56,35.31,72.8,48.51898033106984,54.56,55.04,107.38,0.46,0.06,35.61,914.0,Severe
Ahmedabad,03-02-2015,139.7,232.589093505609,30.61,28.4,56.73,65.05031845256723,30.61,33.79,73.6,0.17,0.03,11.87,660.0,Severe
Ahmedabad,04-02-2015,80.65,203.79438270197815,2.37,22.83,24.0,28.14324582453493,2.37,25.73,47.3,0.0,0.0,0.0,294.0,Poor
Ahmedabad,05-02-2015,58.36,102.0294298717831,2.6,21.39,23.31,24.951006840427645,2.6,32.66,53.54,0.0,0.0,0.0,149.0,Moderate
Ahmedabad,06-02-2015,79.29,146.82332719495236,1.16,26.94,26.83,21.188321102072813,1.16,67.41,59.3,0.0,0.0,0.0,190.0,Moderate
Ahmedabad,07-02-2015,88.7,132.6713117394516,7.29,31.32,37.73,38.140209704956256,7.29,80.09,44.76,0.0,0.0,0.0,247.0,Poor
Ahmedabad,08-02-2015,74.28,194.7049460836722,8.92,27.3,33.42,41.810147334281496,8.92,54.28,47.42,0.0,0.0,0.27,379.0,Very Poor
Ahmedabad,09-02-2015,113.93,236.2635332085989,4.32,24.27,26.86,24.310823258276443,4.32,48.73,39.94,0.02,0.0,3.55,341.0,Very Poor
Ahmedabad,10-02-2015,105.39,205.50810857385855,1.41,18.21,18.75,16.370550838422734,1.41,35.91,56.15,0.0,0.0,3.31,256.0,Poor
Ahmedabad,11-02-2015,66.52,239.76532547309296,6.34,23.8,28.24,-13.49147471,6.34,66.58,53.14,9.7,9.63,16.49,388.0,Very Poor
Ahmedabad,12-02-2015,65.04,95.87463646384936,14.19,30.1,44.21,54.80188376355937,14.19,65.91,31.88,7.72,17.46,2.51,288.0,Poor
Ahmedabad,13-02-2015,103.36,216.36450563523888,18.18,39.56,57.33,69.03242374492696,18.18,80.43,40.11,11.29,24.35,3.35,510.0,Severe
Ahmedabad,14-02-2015,177.33,260.2716729476366,37.49,47.58,77.85,123.88678284109182,37.49,99.72,36.47,17.0,52.66,6.98,761.0,Severe
Ahmedabad,15-02-2015,113.25,227.59540249841604,15.55,30.5,44.87,65.62200332620813,15.55,69.71,33.78,10.47,28.53,3.22,475.0,Severe
Ahmedabad,16-02-2015,99.7,224.82942700536609,19.85,28.1,47.31,72.5573429968246,19.85,73.23,30.57,10.28,31.25,4.0,536.0,Severe
Ahmedabad,17-02-2015,80.61,205.5880253462932,15.96,21.04,35.67,63.61124589547299,15.96,54.7,36.2,8.14,18.75,2.52,479.0,Severe
Ahmedabad,18-02-2015,100.79,294.18910692503124,16.24,25.93,41.91,64.34008792163806,16.24,43.11,37.43,10.0,32.41,4.04,592.0,Severe
Ahmedabad,19-02-2015,107.99,229.656049197854,11.25,30.09,40.47,51.33696813817161,11.25,84.86,31.94,9.2,24.03,3.25,427.0,Severe
Ahmedabad,20-02-2015,140.29,155.6687718955256,33.84,36.14,68.85,109.40353096996114,33.84,101.53,40.98,20.12,43.51,7.48,588.0,Severe
Ahmedabad,21-02-2015,239.96,320.68026292735004,61.95,46.25,106.92,170.77619503129895,61.95,84.87,33.55,22.14,53.98,15.44,1141.0,Severe
Ahmedabad,22-02-2015,142.96,113.1342767561567,45.45,48.21,92.32,123.5692432425126,45.45,62.96,34.77,7.35,22.4,8.47,669.0,Severe
Ahmedabad,23-02-2015,238.41,322.5256356446574,77.7,55.07,131.32,200.9273238126232,77.7,89.07,37.3,50.61,163.64,28.46,1247.0,Severe
Ahmedabad,24-02-2015,118.72,228.37350541100105,12.56,32.01,42.56,56.392835294613576,12.56,61.54,38.8,16.89,46.52,6.05,411.0,Severe
Ahmedabad,25-02-2015,52.99,194.59732137269933,2.23,10.45,10.39,25.8392325599361,2.23,32.76,67.25,3.85,11.39,0.81,292.0,Poor
Ahmedabad,02-03-2015,60.78,70.05616654199984,9.07,18.21,27.34,45.03769059261665,9.07,29.48,34.75,2.05,0.55,0.22,189.0,Moderate
Ahmedabad,03-03-2015,91.83,187.98361715401825,12.99,28.71,40.76,51.27187184320438,12.99,39.71,38.46,2.69,1.74,2.25,408.0,Severe
Ahmedabad,04-03-2015,93.88,122.59998331730496,18.21,29.38,47.01,68.01858151274712,18.21,62.75,46.79,5.21,2.55,1.55,383.0,Very Poor
Ahmedabad,05-03-2015,173.01,145.81771647687793,48.44,42.27,90.73,149.500350091412,48.44,78.76,59.39,9.72,9.96,4.13,780.0,Severe
Ahmedabad,08-03-2015,71.56,127.44372016616684,3.51,16.83,20.32,31.512259146235728,3.51,30.28,57.16,3.95,8.01,0.63,190.0,Moderate
Ahmedabad,09-03-2015,119.8,173.72293259430126,4.13,24.07,27.9,36.69110157065113,4.13,50.35,50.49,4.85,12.15,1.35,233.0,Poor
Ahmedabad,10-03-2015,106.71,197.78125401139573,5.39,25.59,30.51,37.6542246265779,5.39,38.85,60.17,5.58,14.17,1.74,297.0,Poor
Ahmedabad,11-03-2015,118.49,238.025499609407,4.11,28.94,31.83,34.52933205617548,4.11,54.2,53.61,7.9,21.32,2.78,330.0,Very Poor
Ahmedabad,12-03-2015,106.01,172.74282292020672,4.28,27.31,30.54,38.30028969376636,4.28,70.29,40.91,9.45,15.54,1.71,252.0,Poor
Ahmedabad,13-03-2015,97.34,175.30035353732586,3.67,21.58,24.62,30.3926013255758,3.67,64.39,45.69,5.61,15.02,2.25,244.0,Poor
Ahmedabad,14-03-2015,83.92,142.16997022958833,6.42,25.03,30.8,36.178748117005526,6.42,67.53,34.94,8.24,21.47,3.09,234.0,Poor
Ahmedabad,15-03-2015,49.51,139.83429222663375,3.1,14.16,16.15,27.66709843063493,3.1,48.33,37.95,4.34,11.34,1.09,219.0,Poor
Ahmedabad,16-03-2015,30.76,71.6409219784146,2.72,14.14,16.98,22.90325715829077,2.72,43.62,54.78,3.58,9.38,0.84,118.0,Moderate
Ahmedabad,17-03-2015,50.29,130.53972743592675,5.34,29.84,33.28,30.3906656170183,5.34,59.23,45.44,5.45,15.12,1.65,231.0,Poor
Ahmedabad,18-03-2015,57.69,8.696287229684302,25.36,29.48,54.79,77.61819953795607,25.36,58.33,52.87,9.55,32.11,4.53,286.0,Poor
Ahmedabad,19-03-2015,105.06,250.683593248921,46.24,37.05,82.23,124.42435919478,46.24,53.62,45.65,20.89,75.36,12.7,883.0,Severe
Ahmedabad,20-03-2015,94.1,329.3986934452216,22.14,36.53,57.49,71.67605463034178,22.14,61.31,46.77,17.5,52.01,7.9,720.0,Severe
Ahmedabad,21-03-2015,111.89,250.46579516821987,22.25,43.29,64.53,70.29543375981167,22.25,66.44,50.57,18.03,56.86,8.86,570.0,Severe
Ahmedabad,22-03-2015,108.59,225.78661842476708,25.38,39.34,63.01,81.79202656560715,25.38,75.8,46.68,15.78,48.41,7.07,589.0,Severe
Ahmedabad,23-03-2015,130.76,231.44327336085385,45.61,41.03,85.76,129.61435877175592,45.61,65.77,41.58,24.12,85.31,12.56,818.0,Severe
Ahmedabad,24-03-2015,143.55,339.8660776675624,27.3,31.15,57.16,88.1904984848523,27.3,50.98,35.38,18.61,72.78,10.15,737.0,Severe
Ahmedabad,25-03-2015,165.07,260.41113940250415,23.83,34.48,57.71,95.29922632587288,23.83,64.32,43.79,29.14,64.01,8.51,585.0,Severe
Ahmedabad,26-03-2015,166.85,342.43469060350515,17.93,43.3,60.07,68.86754882317794,17.93,79.71,53.44,24.09,67.38,9.76,616.0,Severe
Ahmedabad,27-03-2015,147.38,311.9524163331572,6.4,35.82,40.22,44.26074967603407,6.4,46.89,17.94,14.23,41.88,5.7,437.0,Severe
Ahmedabad,28-03-2015,158.25,221.0374199727908,5.86,27.89,32.65,46.00754098924351,5.86,142.36,38.54,13.67,21.24,2.83,321.0,Very Poor
Ahmedabad,29-03-2015,237.76,300.72722055744873,4.99,21.8,25.37,57.13544117492111,4.99,96.28,39.77,8.68,14.95,1.28,372.0,Very Poor
Ahmedabad,30-03-2015,133.37,244.0866566777452,3.88,17.99,21.02,41.01880057681217,3.88,57.34,39.66,5.76,11.74,1.04,339.0,Very Poor
Ahmedabad,31-03-2015,133.3,225.59827824035105,6.52,20.0,26.18,46.792802642257655,6.52,51.58,59.03,9.94,21.13,2.31,339.0,Very Poor
Ahmedabad,01-04-2015,96.04,217.0811834514147,3.8,20.07,23.46,34.660624485468176,3.8,62.42,46.61,7.54,13.44,1.65,324.0,Very Poor
Ahmedabad,02-04-2015,77.69,126.52078737954236,5.24,18.87,23.06,37.543437955377605,5.24,100.48,27.14,9.49,11.77,1.6,222.0,Poor
Ahmedabad,03-04-2015,53.07,97.58818378637824,4.17,13.82,17.45,34.475880799800024,4.17,40.36,21.76,4.47,6.94,0.42,169.0,Moderate
Ahmedabad,04-04-2015,63.11,122.11682216711178,5.63,15.5,18.49,41.00138961336441,5.63,38.21,4.72,5.2,8.17,0.73,220.0,Poor
Ahmedabad,06-04-2015,120.96,219.21804426719396,4.23,20.86,25.02,39.63739508439366,4.23,35.54,35.66,6.05,15.85,1.68,303.0,Very Poor
Ahmedabad,07-04-2015,138.63,220.5630954372733,5.65,25.47,30.67,43.539029262886594,5.65,87.43,29.77,11.25,24.67,3.12,314.0,Very Poor
Ahmedabad,08-04-2015,144.36,197.14461832947117,15.82,30.69,46.1,63.13179904197362,15.82,66.39,27.34,17.22,49.56,7.71,378.0,Very Poor
Ahmedabad,09-04-2015,85.03,289.9356157371257,3.3,26.7,27.41,25.58474657652872,3.3,59.16,35.89,7.58,29.19,4.08,415.0,Severe
Ahmedabad,11-04-2015,61.06,83.4908892549902,3.52,14.03,17.59,32.02256527432564,3.52,8.08,19.54,0.0,0.0,0.01,126.0,Moderate
Ahmedabad,12-04-2015,39.42,87.09208389739624,5.28,19.56,24.66,32.0020069068296,5.28,17.66,31.3,0.0,0.0,0.0,175.0,Moderate
Ahmedabad,13-04-2015,111.86,165.34270832802702,3.89,22.51,25.17,37.73584190291163,3.89,15.84,31.23,0.0,0.0,0.0,226.0,Poor
Ahmedabad,14-04-2015,58.37,148.6950836167602,5.74,21.71,27.69,17.95728208889433,5.74,25.9,43.92,2.15,10.46,5.4,244.0,Poor
Ahmedabad,15-04-2015,95.37,128.10547795225744,18.01,26.23,44.34,-0.567613651,18.01,13.59,41.64,1.21,3.28,20.78,315.0,Very Poor
Ahmedabad,16-04-2015,141.3,270.8110932871295,30.8,36.88,66.53,10.17139706264456,30.8,41.06,37.66,0.66,0.01,28.13,678.0,Severe
Ahmedabad,17-04-2015,106.68,385.2420384565804,19.91,46.38,54.77,22.64149664150662,19.91,31.56,48.49,1.67,0.0,15.95,774.0,Severe
Ahmedabad,18-04-2015,109.48,204.93771856063807,4.3,20.27,22.86,15.554397477128962,4.3,46.6,31.34,0.05,0.0,6.19,285.0,Poor
Ahmedabad,19-04-2015,126.04,209.06322939426616,6.99,20.18,26.78,22.18215073176998,6.99,79.56,28.71,0.2,0.0,6.4,321.0,Very Poor
Ahmedabad,20-04-2015,71.22,141.55363950602396,16.73,21.32,37.58,46.09229595160029,16.73,50.09,28.39,1.38,23.54,6.09,358.0,Very Poor
Ahmedabad,21-04-2015,97.87,226.6315266850197,6.3,17.96,23.45,32.84229517472589,6.3,13.85,34.16,0.21,4.91,2.95,357.0,Very Poor
Ahmedabad,22-04-2015,63.38,124.26745775295218,3.44,13.28,15.44,25.64654591146958,3.44,24.79,43.62,0.0,0.0,1.23,189.0,Moderate
Ahmedabad,24-04-2015,80.9,129.48375122395805,5.7,18.62,24.23,24.44204868431431,5.7,65.44,22.8,0.05,0.09,3.46,214.0,Poor
Ahmedabad,25-04-2015,103.29,171.7190838649592,4.55,19.82,23.69,26.52524739205539,4.55,85.42,22.18,0.06,1.17,2.58,253.0,Poor
Ahmedabad,26-04-2015,107.5,159.47539956289523,5.29,15.56,19.73,29.790172452968456,5.29,74.37,10.12,0.09,0.16,2.91,239.0,Poor
Ahmedabad,29-04-2015,138.42,212.16092219302408,5.05,16.7,21.56,34.544230977704444,5.05,77.74,27.18,0.01,0.88,2.01,300.0,Poor
Ahmedabad,30-04-2015,129.04,211.00184722885476,5.69,14.86,19.66,37.55111881411652,5.69,78.27,18.67,0.0,0.0,1.54,317.0,Very Poor
Ahmedabad,01-05-2015,96.65,163.25954725765905,4.67,15.9,20.53,27.46844696773952,4.67,39.41,11.83,0.01,0.0,3.11,240.0,Poor
Ahmedabad,02-05-2015,126.77,153.92848958491476,15.69,23.93,39.73,30.390282834039787,15.69,93.18,36.71,0.22,0.04,10.0,344.0,Very Poor
Ahmedabad,03-05-2015,106.15,263.9872733747437,13.12,23.02,35.05,21.03061124337917,13.12,65.95,81.6,0.3,0.02,9.69,503.0,Severe
Ahmedabad,04-05-2015,86.31,231.47651199668425,2.69,10.5,10.9,-17.63638876,2.69,50.13,90.54,0.47,0.15,12.8,308.0,Very Poor
Ahmedabad,05-05-2015,83.99,175.01880258732336,2.73,0.08,2.75,-1.699903124,2.73,34.06,69.57,0.28,0.05,8.97,227.0,Poor
Ahmedabad,06-05-2015,65.11,93.56520916039489,3.14,4.58,6.75,10.813773223692484,3.14,22.27,32.26,0.17,0.04,5.84,120.0,Moderate
Ahmedabad,07-05-2015,51.03,76.6093236402926,6.24,20.47,26.2,31.514060807650168,6.24,15.5,31.44,0.0,0.0,1.29,158.0,Moderate
Ahmedabad,08-05-2015,38.73,68.1973110698319,8.0,19.28,26.61,32.08428275183178,8.0,20.13,25.7,0.0,0.0,2.08,177.0,Moderate
Ahmedabad,09-05-2015,61.12,77.74811684113838,9.94,17.82,27.18,34.10486803079288,9.94,39.69,25.9,0.0,0.0,3.49,201.0,Poor
Ahmedabad,10-05-2015,58.44,71.30536059922728,10.68,17.24,27.38,42.81653767887762,10.68,54.69,18.89,0.0,0.0,1.39,211.0,Poor
Ahmedabad,11-05-2015,61.49,75.40934734671448,11.44,16.69,27.61,41.73420823169454,11.44,42.66,18.2,0.01,0.0,2.59,221.0,Poor
Ahmedabad,12-05-2015,65.39,77.8123500257802,12.3,16.08,27.86,46.07411356419857,12.3,27.96,22.35,0.0,0.0,2.29,233.0,Poor
Ahmedabad,13-05-2015,100.92,195.5297335596279,20.42,18.9,37.83,57.11970936762039,20.42,31.9,22.84,4.9,19.26,8.21,481.0,Severe
Ahmedabad,14-05-2015,97.48,242.40331630363352,5.31,30.02,33.62,38.63419490496446,5.31,36.05,16.26,10.6,34.91,3.85,352.0,Very Poor
Ahmedabad,15-05-2015,129.27,162.79888052295126,14.28,28.33,41.92,66.30745828039537,14.28,70.13,25.4,16.9,44.19,4.97,327.0,Very Poor
Ahmedabad,16-05-2015,129.58,301.43662479950194,21.23,28.79,45.4,71.4048706448295,21.23,17.66,34.42,20.53,85.73,11.56,577.0,Severe
Ahmedabad,17-05-2015,100.57,249.57474287486468,7.56,18.79,24.33,45.62362481577283,7.56,38.76,38.83,4.92,17.94,1.54,411.0,Severe
Ahmedabad,18-05-2015,130.34,141.23632309070035,7.14,17.43,23.72,48.6395792603664,7.14,52.07,29.05,5.05,14.0,1.3,212.0,Poor
Ahmedabad,19-05-2015,53.24,139.0913869454438,8.05,15.86,23.34,43.96602776635004,8.05,36.23,21.58,5.23,15.0,1.02,280.0,Poor
Ahmedabad,20-05-2015,42.0,36.85336175911978,10.44,18.16,21.8,47.92128854560946,10.44,17.0,25.5,0.0,0.0,0.0,162.0,Moderate
Ahmedabad,22-05-2015,83.69,328.06518009562217,10.89,17.18,27.15,2.7381380007676626,10.89,41.12,35.61,12.62,20.2,17.84,569.0,Severe
Ahmedabad,23-05-2015,38.88,96.99723727797004,2.18,16.28,17.74,6.34372471818873,2.18,26.4,12.47,3.0,6.96,6.37,128.0,Moderate
Ahmedabad,24-05-2015,46.89,89.47256181560644,2.96,16.17,18.49,19.1917774026562,2.96,41.96,10.74,3.41,8.87,3.53,129.0,Moderate
Ahmedabad,25-05-2015,70.96,106.315589753819,4.12,15.47,19.28,24.27387894695351,4.12,23.67,16.01,3.72,8.13,4.06,152.0,Moderate
Ahmedabad,26-05-2015,53.66,111.60576421689866,4.23,14.43,18.06,21.330951262281594,4.23,14.46,45.64,2.39,6.4,3.53,176.0,Moderate
Ahmedabad,27-05-2015,45.49,100.90704685999768,4.26,13.73,17.1,19.36024215385161,4.26,12.85,71.85,2.5,5.96,3.36,167.0,Moderate
Ahmedabad,28-05-2015,60.86,70.32492181857857,5.27,16.61,21.42,15.181885465744053,5.27,14.91,41.19,3.03,9.18,6.54,106.0,Moderate
Ahmedabad,29-05-2015,51.93,80.62751475127494,13.71,17.87,31.64,27.668972762653752,13.71,15.33,12.88,6.32,19.17,10.57,231.0,Poor
Ahmedabad,30-05-2015,77.87,194.1678338351144,6.67,17.12,23.0,28.10954414167537,6.67,46.82,16.67,4.79,9.78,5.1,327.0,Very Poor
Ahmedabad,31-05-2015,57.59,97.32989479843432,5.6,15.47,20.42,27.08942355667503,5.6,41.68,25.51,2.64,6.3,3.08,174.0,Moderate
Ahmedabad,01-06-2015,77.22,95.87691491094178,7.02,15.47,21.13,40.93436018052651,7.02,71.97,9.56,3.74,8.45,1.17,185.0,Moderate
Ahmedabad,02-06-2015,45.29,78.59307610763315,7.25,12.74,19.66,40.93972672479048,7.25,18.64,6.32,2.73,6.99,0.76,179.0,Moderate
Ahmedabad,03-06-2015,103.78,132.89075640859147,6.36,13.9,19.86,43.46771718711855,6.36,7.76,15.27,0.82,1.37,0.81,211.0,Poor
Ahmedabad,04-06-2015,25.14,82.49090111760638,6.01,18.73,24.74,30.51054156371835,6.01,38.05,38.52,0.0,0.0,0.0,192.0,Moderate
Ahmedabad,05-06-2015,87.03,167.65937720170706,8.05,17.88,25.53,44.063144908572,8.05,23.84,48.22,0.0,0.0,0.0,310.0,Very Poor
Ahmedabad,06-06-2015,89.6,126.61916161457846,6.59,19.84,25.9,39.28492139132619,6.59,48.05,44.78,0.0,0.0,0.0,223.0,Poor
Ahmedabad,07-06-2015,80.69,101.8161743289596,6.86,16.07,22.25,40.57852190541914,6.86,39.85,32.65,0.0,0.0,0.0,192.0,Moderate
Ahmedabad,08-06-2015,44.75,78.87298101274256,7.76,16.53,24.29,41.508583862063375,7.76,9.89,8.07,0.0,0.0,0.0,191.0,Moderate
Ahmedabad,09-06-2015,38.11,77.39970174269662,7.41,11.62,19.03,41.053752702608826,7.41,3.13,6.69,2.5,5.93,0.74,184.0,Moderate
Ahmedabad,10-06-2015,45.5,93.64398788246524,8.56,15.59,24.15,43.87106890171436,8.56,0.76,3.82,5.09,8.52,1.82,220.0,Poor
Ahmedabad,11-06-2015,36.98,90.33766061019423,8.21,11.52,19.74,42.48367711188661,8.21,0.52,5.17,3.63,8.16,1.33,215.0,Poor
Ahmedabad,12-06-2015,43.58,98.992071690983,8.26,13.33,21.58,42.33271616706541,8.26,1.02,7.56,3.59,6.79,1.5,226.0,Poor
Ahmedabad,13-06-2015,45.49,102.65569367070042,9.63,14.91,24.53,47.553375325370325,9.63,0.81,2.94,3.67,6.62,1.17,251.0,Poor
Ahmedabad,14-06-2015,38.06,85.30811519675798,8.67,18.57,27.25,44.139973562846045,8.67,1.05,4.63,2.85,5.12,0.74,216.0,Poor
Ahmedabad,15-06-2015,45.41,97.80988834480144,9.35,20.55,29.9,46.54087637210116,9.35,0.74,4.5,2.83,7.18,0.82,237.0,Poor
Ahmedabad,16-06-2015,37.71,77.93361575368358,8.54,16.26,24.8,43.63024352527131,8.54,0.87,4.6,2.52,7.61,0.81,198.0,Moderate
Ahmedabad,17-06-2015,32.37,82.93687513738332,7.53,14.36,21.89,39.73233672451328,7.53,2.17,12.17,1.88,7.92,0.69,195.0,Moderate
Ahmedabad,18-06-2015,34.74,76.73468219060966,7.59,13.51,21.11,40.73893997766523,7.59,4.11,12.22,1.82,6.19,0.47,187.0,Moderate
Ahmedabad,19-06-2015,32.56,76.63503023552929,7.34,13.91,21.25,39.001938134401215,7.34,4.04,11.85,2.55,9.3,0.97,181.0,Moderate
Ahmedabad,20-06-2015,29.28,70.72505364842205,7.55,11.68,19.23,39.46510666656383,7.55,4.01,12.64,1.64,7.0,0.62,179.0,Moderate
Ahmedabad,21-06-2015,20.46,73.70986941111248,7.15,10.61,17.76,37.87217756639162,7.15,5.62,12.7,1.26,5.17,0.32,188.0,Moderate
Ahmedabad,22-06-2015,26.07,72.23269898416426,7.99,11.07,19.06,40.23749692456756,7.99,4.1,10.57,1.5,6.9,0.63,190.0,Moderate
Ahmedabad,23-06-2015,21.43,71.76536464179931,7.45,11.16,18.62,37.84114822005491,7.45,4.99,7.38,1.4,6.69,0.76,185.0,Moderate
Ahmedabad,24-06-2015,11.91,74.8392153146914,7.34,10.1,17.44,36.72980636564783,7.34,10.86,5.47,1.3,12.23,0.73,189.0,Moderate
Ahmedabad,25-06-2015,57.75,83.72877124868738,8.68,9.68,18.36,46.37657564898948,8.68,12.28,3.06,1.98,6.51,0.74,196.0,Moderate
Ahmedabad,26-06-2015,66.39,91.73874716573556,8.58,12.79,21.36,47.17675007077708,8.58,11.09,4.96,1.76,6.18,0.57,201.0,Poor
Ahmedabad,27-06-2015,62.61,101.93543252939004,9.15,9.83,18.98,49.09640703600873,9.15,12.31,6.44,1.87,5.47,0.37,231.0,Poor
Ahmedabad,28-06-2015,47.5,81.55352539593456,8.07,9.53,17.59,44.46260853608548,8.07,13.91,7.28,1.34,3.97,0.12,196.0,Moderate
Ahmedabad,29-06-2015,111.8,118.94529476432928,9.23,11.51,20.74,56.104238717618735,9.23,5.27,5.99,1.84,5.69,0.28,220.0,Poor
Ahmedabad,30-06-2015,30.0,96.74211313128376,8.87,13.59,22.64,44.14519081824516,8.87,8.09,6.31,1.32,4.59,0.16,244.0,Poor
Ahmedabad,01-07-2015,4.66,69.95115679103708,9.01,10.9,20.36,41.5179665341047,9.01,7.31,6.38,1.27,3.94,0.13,223.0,Poor
Ahmedabad,02-07-2015,48.72,91.49216574592609,9.56,11.94,21.5,48.2957685896548,9.56,5.72,6.61,1.77,4.96,0.39,230.0,Poor
Ahmedabad,03-07-2015,49.7,100.20210180443136,9.43,9.81,19.23,48.77589278260889,9.43,6.78,6.42,2.0,4.79,0.31,243.0,Poor
Ahmedabad,04-07-2015,48.1,94.09785506820738,8.03,9.53,17.57,44.83032112425751,8.03,9.33,7.6,1.68,4.41,0.18,215.0,Poor
Ahmedabad,05-07-2015,47.43,82.06729054028298,8.11,9.45,17.56,45.58264836361956,8.11,7.93,7.08,2.1,3.6,0.13,199.0,Moderate
Ahmedabad,06-07-2015,51.74,78.04649511867767,8.91,12.38,21.28,47.43660152905062,8.91,10.05,5.78,2.15,3.64,0.27,200.0,Moderate
Ahmedabad,07-07-2015,42.68,84.39650765276234,9.74,11.08,20.82,47.81241770843795,9.74,10.87,4.44,1.62,4.96,0.39,226.0,Poor
Ahmedabad,08-07-2015,38.45,83.11115697317364,10.55,7.8,18.35,50.59459314922766,10.55,10.28,3.24,2.46,4.79,0.41,241.0,Poor
Ahmedabad,09-07-2015,46.69,67.36281091018685,11.48,0.17,11.64,54.87610933510442,11.48,10.25,5.76,1.77,4.34,0.15,222.0,Poor
Ahmedabad,10-07-2015,55.27,71.38734594678245,11.55,0.12,11.66,55.631258702972126,11.55,12.7,6.55,1.69,4.17,0.22,223.0,Poor
Ahmedabad,11-07-2015,149.03,133.68954849492349,11.49,0.16,11.65,67.79092607540571,11.49,10.07,7.27,1.71,5.72,0.19,248.0,Poor
Ahmedabad,12-07-2015,86.57,133.84259662318152,11.47,0.17,11.64,59.88777095778111,11.47,11.09,6.53,1.57,3.85,0.09,300.0,Poor
Ahmedabad,13-07-2015,111.77,106.79062601844684,11.3,0.24,11.53,62.85847437253843,11.3,7.73,4.67,1.72,4.52,0.16,232.0,Poor
Ahmedabad,14-07-2015,151.4,190.0751798954016,10.8,0.36,11.16,65.94888020097206,10.8,7.8,5.46,0.95,3.54,0.12,330.0,Very Poor
Ahmedabad,15-07-2015,51.35,100.91967247093876,8.0,2.69,10.67,45.269422850950725,8.0,10.0,5.76,1.54,4.32,0.35,223.0,Poor
Ahmedabad,16-07-2015,65.37,98.49738073434344,0.64,8.07,8.57,27.14870819273032,0.64,16.31,8.02,1.63,4.34,0.28,105.0,Moderate
Ahmedabad,17-07-2015,56.28,91.50766525659976,0.6,8.02,8.51,25.67981132134928,0.6,18.93,6.2,1.52,3.74,0.29,101.0,Moderate
Ahmedabad,18-07-2015,48.17,83.24726993384441,0.65,8.0,8.55,25.02767347461188,0.65,18.99,7.97,1.23,4.74,0.12,93.0,Satisfactory
Ahmedabad,19-07-2015,33.56,60.47002251567056,0.72,7.89,8.56,23.038313960904027,0.72,11.28,10.18,0.61,3.85,0.08,67.0,Satisfactory
Ahmedabad,20-07-2015,31.3,55.51323480277438,0.55,8.1,8.49,22.41910070104395,0.55,10.29,7.44,0.52,2.31,0.06,60.0,Satisfactory
Ahmedabad,22-07-2015,57.11,96.0735526150978,0.55,8.28,8.42,22.755179361912337,0.55,14.58,2.6,2.81,14.53,1.87,90.0,Satisfactory
Ahmedabad,23-07-2015,34.72,73.66287589016426,0.1,9.73,7.88,21.98523218558961,0.1,13.62,4.87,1.44,5.22,0.38,78.0,Satisfactory
Ahmedabad,24-07-2015,29.22,51.74652023094585,0.06,9.57,7.77,21.1496970244629,0.06,13.58,5.08,1.37,3.65,0.32,48.0,Good
Ahmedabad,25-07-2015,29.79,53.08551539219793,0.14,8.64,7.97,20.61327245248574,0.14,15.11,5.34,0.36,1.05,0.14,53.0,Satisfactory
Ahmedabad,26-07-2015,59.95,90.78589109534514,0.18,8.78,8.16,24.85301491795043,0.18,11.52,2.79,0.52,1.23,0.22,91.0,Satisfactory
Ahmedabad,27-07-2015,19.2,47.41513403275136,1.52,9.45,9.74,24.18728254511781,1.52,11.23,4.61,1.29,3.29,0.15,70.0,Satisfactory
Ahmedabad,28-07-2015,19.52,62.26757684619692,5.89,11.26,17.15,34.584123708880014,5.89,11.56,4.4,0.58,1.44,0.07,157.0,Moderate
Ahmedabad,29-07-2015,35.16,72.45947821163354,5.75,10.89,16.64,35.88785071704174,5.75,14.7,3.67,1.61,3.71,0.48,158.0,Moderate
Ahmedabad,30-07-2015,33.03,67.39620787927412,7.01,10.58,17.58,39.47839454005896,7.01,12.95,3.53,1.65,3.96,0.37,169.0,Moderate
Ahmedabad,31-07-2015,40.95,74.93959681860356,6.92,10.47,17.39,40.145104071939485,6.92,19.8,3.38,2.05,5.08,0.44,174.0,Moderate
Ahmedabad,01-08-2015,40.29,76.08437059581529,6.74,10.52,17.26,40.11775853715261,6.74,8.27,3.57,1.85,4.34,0.39,173.0,Moderate
Ahmedabad,02-08-2015,41.16,73.88107661912687,6.91,10.51,17.42,40.53264233096888,6.91,13.48,3.69,1.8,4.23,0.33,172.0,Moderate
Ahmedabad,03-08-2015,36.12,78.65975915076991,7.21,11.56,17.07,41.345299304286925,7.21,13.62,6.08,1.67,2.85,0.11,190.0,Moderate
